mrun;anio_beneficio;beneficio_becaofscu
24404;2012;BJGM
24547;2012;BNM
24649;2012;BNM
25837;2012;FSCU
25917;2012;FSCU
26298;2012;BNM
26545;2012;BEA
26822;2012;BJGM
26943;2012;BNM
27014;2012;FSCU
27141;2012;BNM
27264;2012;FSCU
28222;2012;FSCU
28834;2012;BNM
29086;2012;BNM
29236;2012;BNM
29403;2012;FSCU
29403;2012;BHPE
29404;2012;BBIC
29621;2012;BHPE
29621;2012;FSCU
29832;2012;BJGM
30138;2012;BJGM
31060;2012;BBIC
32229;2012;BNM
32241;2012;FSCU
32453;2012;BNM
32703;2012;BEA
33069;2012;FSCU
33162;2012;BNM
33665;2012;BBIC
34034;2012;FSCU
34636;2012;BNM
34947;2012;BNM
34960;2012;FSCU
35302;2012;BET
36125;2012;BNM
36239;2012;BJGM
36310;2012;BNM
36397;2012;BBIC
36489;2012;BNM
36664;2012;BNM
37258;2012;BBIC
37453;2012;BNM
37610;2012;BHPE
37800;2012;BBIC
38371;2012;FSCU
38576;2012;BBIC
38587;2012;BNM
38771;2012;BEA
38989;2012;BBIC
39435;2012;BNM
39452;2012;BEA
39472;2012;BNM
40268;2012;BNM
40406;2012;BNM
40929;2012;BNM
41347;2012;BNM
41509;2012;BBIC
42251;2012;BNM
42369;2012;BNM
42672;2012;BEA
42768;2012;BNM
42788;2012;FSCU
42788;2012;BEA
43077;2012;BET
43243;2012;BNM
43357;2012;BNM
43433;2012;BNM
43627;2012;BNM
44094;2012;BBIC
44229;2012;BNM
44649;2012;FSCU
45097;2012;FSCU
45130;2012;BBIC
45171;2012;FSCU
45171;2012;BEA
45172;2012;BBIC
45296;2012;BNM
45297;2012;BJGM
45389;2012;FSCU
45468;2012;BJGM
46584;2012;BNM
46720;2012;BBIC
46764;2012;BBIC
46995;2012;FSCU
47473;2012;BEA
47696;2012;BNM
48022;2012;BHPE
48541;2012;BNM
48542;2012;BNM
48656;2012;BNM
49020;2012;FSCU
49020;2012;BEA
49021;2012;BNM
49080;2012;BBIC
49376;2012;BNM
49538;2012;BJGM
49539;2012;BNM
49632;2012;BNM
49652;2012;BNM
49702;2012;BEA
49895;2012;BNM
50130;2012;BNM
51422;2012;BNM
51675;2012;BNM
51932;2012;BBIC
52329;2012;BNM
52442;2012;BNM
52830;2012;BET
52872;2012;FSCU
52876;2012;FSCU
53049;2012;BJGM
53143;2012;BNM
53280;2012;BNM
53365;2012;BJGM
53467;2012;FSCU
54101;2012;BNM
54244;2012;BEA
54334;2012;BJGM
54374;2012;BEA
54416;2012;BNM
54443;2012;BJGM
54650;2012;BNM
54703;2012;BEA
54703;2012;BHPE
54808;2012;BJGM
54924;2012;BBIC
55310;2012;BBIC
55453;2012;BNM
55458;2012;FSCU
55589;2012;BNM
55664;2012;BNM
56047;2012;BET
56084;2012;BNM
56361;2012;BBIC
56454;2012;BNM
56786;2012;BBIC
57153;2012;BNM
57191;2012;BNM
57415;2012;FSCU
57415;2012;BEA
58115;2012;BBIC
58116;2012;FSCU
58275;2012;BBIC
58370;2012;FSCU
58370;2012;BEA
58522;2012;BNM
58546;2012;BNM
58547;2012;BBIC
58712;2012;BNM
58854;2012;BBIC
58938;2012;BEA
59734;2012;BET
59991;2012;BET
60490;2012;BNM
60507;2012;BNM
60581;2012;BBIC
61616;2012;BNM
61996;2012;BNM
62186;2012;BNM
62239;2012;BNM
62385;2012;BBIC
62450;2012;BNM
62978;2012;BNM
63187;2012;FSCU
63187;2012;BEA
63230;2012;BBIC
63402;2012;FSCU
63470;2012;BNM
63484;2012;BEA
63960;2012;BNM
64188;2012;BNM
64221;2012;BNM
64443;2012;BNM
64874;2012;BBIC
64941;2012;BNM
65197;2012;BNM
65335;2012;FSCU
65400;2012;BNM
65641;2012;BBIC
66025;2012;BNM
66548;2012;BBIC
66698;2012;BJGM
66773;2012;BNM
67351;2012;FSCU
67809;2012;BNM
67946;2012;BNM
67989;2012;FSCU
68489;2012;BNM
68635;2012;BNM
68641;2012;BNM
69053;2012;BET
69054;2012;BJGM
69239;2012;BNM
69443;2012;FSCU
69443;2012;BNM
70270;2012;BNM
70383;2012;BBIC
71031;2012;BJGM
71032;2012;BNM
71066;2012;BNM
71086;2012;FSCU
71516;2012;BNM
71517;2012;BNM
71544;2012;BNM
71803;2012;BNM
71924;2012;BBIC
72717;2012;BBIC
73177;2012;BNM
74074;2012;BNM
74075;2012;FSCU
74493;2012;BET
74586;2012;BNM
74859;2012;BET
74905;2012;BNM
75116;2012;BJGM
75200;2012;BNM
75207;2012;BNM
76465;2012;BNM
76511;2012;FSCU
76511;2012;BEA
77156;2012;BNM
77166;2012;BNM
77205;2012;FSCU
77311;2012;BNM
77828;2012;FSCU
78094;2012;FSCU
78367;2012;BNM
78381;2012;FSCU
78834;2012;BNM
78988;2012;FSCU
78988;2012;BEA
79132;2012;FSCU
79151;2012;BBIC
79392;2012;BJGM
79470;2012;BHPE
79470;2012;FSCU
79490;2012;BNM
80334;2012;BBIC
80423;2012;BNM
80446;2012;BNM
80531;2012;BJGM
80570;2012;BBIC
81646;2012;FSCU
82006;2012;BBIC
82042;2012;BBIC
82185;2012;BEA
82247;2012;BJGM
82536;2012;BJGM
82556;2012;BNM
82615;2012;BNM
83155;2012;BBIC
83572;2012;BJGM
83819;2012;BNM
83946;2012;BNM
83983;2012;BNM
83984;2012;BEA
84221;2012;BBIC
84400;2012;BBIC
84500;2012;FSCU
84542;2012;BNM
84846;2012;BET
85896;2012;FSCU
86164;2012;BNM
86403;2012;FSCU
86819;2012;BBIC
86902;2012;BBIC
86996;2012;BNM
86997;2012;BNM
86998;2012;BNM
87171;2012;BNM
87174;2012;FSCU
87174;2012;BHPE
87198;2012;BBIC
87483;2012;BNM
87558;2012;BBIC
87715;2012;BNM
87748;2012;BBIC
88530;2012;BNM
88615;2012;BBIC
88796;2012;BJGM
89077;2012;BNM
89226;2012;BNM
89273;2012;BNM
89780;2012;FSCU
89780;2012;BHPE
89884;2012;BJGM
90078;2012;BNM
90160;2012;BBIC
90653;2012;BNM
90865;2012;BNM
90893;2012;BNM
90928;2012;BNM
91058;2012;BNM
91101;2012;BBIC
91628;2012;BEA
91821;2012;BNM
92012;2012;FSCU
92012;2012;BEA
92776;2012;BBIC
92785;2012;BNM
92932;2012;BNM
93503;2012;BBIC
93544;2012;BBIC
94551;2012;FSCU
94641;2012;BNM
94681;2012;BET
94754;2012;BBIC
94762;2012;BNM
95030;2012;BJGM
95139;2012;BEA
95230;2012;FSCU
95345;2012;BBIC
95472;2012;BBIC
95934;2012;BNM
95960;2012;BNM
96142;2012;BBIC
96268;2012;BBIC
97618;2012;BNM
98592;2012;BNM
98988;2012;BJGM
99084;2012;BNM
99271;2012;FSCU
99271;2012;BEA
99355;2012;BJGM
99900;2012;BNM
100098;2012;BNM
100625;2012;FSCU
100668;2012;BNM
100732;2012;BNM
100829;2012;BBIC
100932;2012;BBIC
101130;2012;BNM
101289;2012;BJGM
101417;2012;BEA
102186;2012;BBIC
102543;2012;BBIC
103626;2012;FSCU
103640;2012;BBIC
103835;2012;BNM
104021;2012;BBIC
104033;2012;FSCU
104178;2012;BJGM
104470;2012;BJGM
105132;2012;BET
105521;2012;BNM
105879;2012;BBIC
106330;2012;BEA
106749;2012;BNM
107151;2012;BJGM
107231;2012;FSCU
107370;2012;BNM
107929;2012;BBIC
107950;2012;BJGM
108398;2012;BBIC
108542;2012;FSCU
108542;2012;BHPE
108659;2012;BNM
108907;2012;BBIC
109093;2012;BBIC
109255;2012;BNM
109674;2012;BBIC
109842;2012;BNM
110418;2012;BET
110805;2012;BNM
110826;2012;FSCU
110826;2012;BEA
110887;2012;BNM
111077;2012;BNM
111112;2012;BJGM
111592;2012;BNM
112251;2012;BNM
113238;2012;BEA
113673;2012;BNM
113709;2012;FSCU
113709;2012;BEA
114583;2012;BNM
114764;2012;BNM
114948;2012;BJGM
114955;2012;BNM
115068;2012;BNM
115252;2012;BBIC
115337;2012;BJGM
115478;2012;BNM
115593;2012;BBIC
115647;2012;BNM
116683;2012;FSCU
116863;2012;BNM
117064;2012;BNM
117164;2012;BNM
117407;2012;BHPE
117407;2012;BJGM
117622;2012;FSCU
117673;2012;BNM
117767;2012;BJGM
117859;2012;BJGM
117925;2012;BEA
117925;2012;FSCU
118180;2012;BNM
118284;2012;BBIC
118438;2012;BNM
118466;2012;FSCU
118536;2012;FSCU
118579;2012;BNM
118751;2012;BJGM
119312;2012;BBIC
119332;2012;BBIC
119751;2012;BBIC
119811;2012;BNM
120433;2012;BET
120527;2012;BBIC
120646;2012;BNM
120805;2012;BJGM
120907;2012;BBIC
121394;2012;BET
122087;2012;BNM
122365;2012;BBIC
122604;2012;BNM
122804;2012;FSCU
122805;2012;BJGM
122979;2012;BNM
123135;2012;BJGM
123490;2012;BET
123853;2012;BNM
124806;2012;BNM
125467;2012;BJGM
125516;2012;BNM
125650;2012;BNM
125678;2012;BJGM
125980;2012;BEA
126089;2012;BBIC
126232;2012;BNM
126349;2012;BNM
127049;2012;FSCU
127049;2012;BHPE
127049;2012;BEA
127554;2012;BBIC
127575;2012;BNM
127596;2012;BBIC
127637;2012;BET
127644;2012;BBIC
127680;2012;BNM
127859;2012;BJGM
127870;2012;BNM
127952;2012;BBIC
127953;2012;FSCU
128070;2012;BNM
128147;2012;BNM
128266;2012;BNM
128389;2012;BBIC
128650;2012;BNM
128657;2012;BNM
128674;2012;BNM
128892;2012;FSCU
129017;2012;FSCU
129017;2012;BEA
129018;2012;BJGM
129161;2012;BNM
129677;2012;BBIC
129966;2012;BET
130132;2012;FSCU
130173;2012;FSCU
130343;2012;BNM
130787;2012;BNM
130979;2012;BNM
131587;2012;FSCU
131899;2012;BNM
132041;2012;BNM
132230;2012;BNM
132393;2012;BET
132662;2012;BNM
132943;2012;BNM
133351;2012;BNM
133521;2012;BNM
134176;2012;BNM
134176;2012;FSCU
134177;2012;BEA
134177;2012;FSCU
134719;2012;BJGM
135216;2012;BNM
135496;2012;BNM
135762;2012;BBIC
136048;2012;BHPE
136235;2012;BNM
136849;2012;BNM
136860;2012;FSCU
137955;2012;BNM
138173;2012;BNM
138218;2012;BNM
138423;2012;BNM
138482;2012;BNM
138568;2012;BNM
138712;2012;BNM
138783;2012;BNM
138960;2012;BNM
139225;2012;BJGM
139393;2012;BBIC
139513;2012;BNM
140128;2012;BNM
140722;2012;BEA
141019;2012;BNM
141103;2012;BBIC
141124;2012;BEA
141164;2012;BBIC
141192;2012;BNM
141193;2012;BBIC
141479;2012;BBIC
141734;2012;BNM
142211;2012;BNM
142343;2012;FSCU
142527;2012;BNM
142541;2012;BBIC
142741;2012;BNM
142778;2012;BEA
142788;2012;BNM
143380;2012;BNM
143584;2012;BNM
144030;2012;BNM
144530;2012;BNM
144628;2012;BBIC
144985;2012;BNM
145560;2012;BNM
145987;2012;BNM
146018;2012;BNM
146205;2012;BBIC
146293;2012;BBIC
147358;2012;FSCU
147402;2012;BNM
147852;2012;BNM
148461;2012;BBIC
148968;2012;FSCU
148968;2012;BHPE
149032;2012;BNM
149392;2012;BNM
149643;2012;FSCU
150141;2012;BHPE
150314;2012;BJGM
150314;2012;BHPE
150504;2012;FSCU
150659;2012;BNM
150803;2012;FSCU
151139;2012;FSCU
151139;2012;BHPE
151504;2012;BEA
151768;2012;BNM
151906;2012;BBIC
152031;2012;BNM
152266;2012;BNM
152326;2012;BBIC
154229;2012;BNM
154420;2012;BNM
154560;2012;BET
154686;2012;BNM
154799;2012;BNM
154961;2012;BNM
155069;2012;BEA
155740;2012;BBIC
155974;2012;BNM
156025;2012;BNM
156042;2012;BNM
156160;2012;BNM
156624;2012;FSCU
157274;2012;BNM
157565;2012;FSCU
157643;2012;BNM
157644;2012;BNM
157769;2012;BBIC
157845;2012;BNM
158199;2012;BET
158320;2012;FSCU
158543;2012;BNM
158786;2012;BJGM
159239;2012;BNM
159398;2012;BNM
159576;2012;FSCU
159667;2012;BNM
159847;2012;BNM
160030;2012;FSCU
160173;2012;BNM
160750;2012;BNM
160758;2012;BBIC
161062;2012;BBIC
161361;2012;BHPE
161361;2012;BJGM
161517;2012;FSCU
161807;2012;BBIC
161990;2012;BNM
162092;2012;BBIC
162249;2012;BNM
162571;2012;BNM
162754;2012;BNM
162884;2012;FSCU
162884;2012;BEA
162884;2012;BHPE
163184;2012;BBIC
163228;2012;BNM
163517;2012;BBIC
163774;2012;BNM
164580;2012;BJGM
164586;2012;BNM
164601;2012;FSCU
164702;2012;BBIC
165256;2012;FSCU
165256;2012;BHPE
165347;2012;BBIC
165441;2012;FSCU
165441;2012;BEA
165725;2012;BNM
166408;2012;BNM
166418;2012;BBIC
166441;2012;BET
166456;2012;BNM
166876;2012;BNM
167050;2012;BNM
167179;2012;BBIC
167294;2012;BBIC
167799;2012;BNM
167850;2012;BNM
168209;2012;BNM
168230;2012;BJGM
168347;2012;BBIC
168547;2012;FSCU
168548;2012;FSCU
168633;2012;BBIC
169255;2012;FSCU
169406;2012;BNM
169491;2012;BNM
169508;2012;BBIC
169987;2012;BBIC
170006;2012;BJGM
170347;2012;BNM
170682;2012;BJGM
170712;2012;BBIC
170836;2012;BNM
170981;2012;BNM
171138;2012;FSCU
171738;2012;BJGM
172098;2012;BNM
172619;2012;BJGM
172777;2012;BET
173231;2012;BBIC
173901;2012;FSCU
173911;2012;BBIC
173946;2012;BJGM
173973;2012;BJGM
174149;2012;BNM
174435;2012;FSCU
174666;2012;FSCU
174696;2012;BBIC
174910;2012;BNM
175507;2012;BNM
175564;2012;BNM
175971;2012;BNM
176058;2012;BNM
176059;2012;BNM
176097;2012;FSCU
176281;2012;BBIC
176528;2012;BNM
176675;2012;BBIC
176722;2012;BNM
177156;2012;BNM
177446;2012;BNM
177774;2012;BNM
178100;2012;BNM
178206;2012;BNM
178676;2012;BNM
178711;2012;BNM
179160;2012;FSCU
179221;2012;BNM
179397;2012;BNM
179398;2012;BNM
179872;2012;BNM
180131;2012;BBIC
180132;2012;BBIC
180429;2012;BNM
180430;2012;BEA
180430;2012;BHPE
180430;2012;FSCU
180558;2012;FSCU
180931;2012;BBIC
180968;2012;BNM
181072;2012;BBIC
181073;2012;BBIC
181365;2012;BNM
181528;2012;BNM
181736;2012;FSCU
182104;2012;BBIC
182257;2012;BBIC
182745;2012;BNM
182913;2012;BBIC
183027;2012;BEA
183364;2012;BNM
183475;2012;BBIC
183518;2012;BJGM
183671;2012;BNM
184249;2012;BNM
184264;2012;FSCU
184264;2012;BEA
184389;2012;BBIC
184623;2012;BBIC
184705;2012;BNM
184854;2012;BNM
185456;2012;BJGM
186126;2012;BNM
186473;2012;BNM
186794;2012;BNM
187215;2012;BNM
187478;2012;BBIC
187710;2012;BNM
188150;2012;BBIC
188301;2012;BBIC
188552;2012;BEA
188552;2012;FSCU
188830;2012;FSCU
188891;2012;FSCU
188891;2012;BEA
189465;2012;FSCU
189863;2012;BBIC
190408;2012;BNM
191225;2012;FSCU
191226;2012;BBIC
191296;2012;BNM
191596;2012;BNM
191650;2012;BEA
191746;2012;BNM
191898;2012;BEA
192042;2012;BJGM
192073;2012;BNM
192283;2012;BET
192465;2012;BNM
193260;2012;BBIC
193298;2012;BNM
193299;2012;BNM
193702;2012;BNM
193884;2012;BNM
194213;2012;FSCU
194250;2012;BNM
194657;2012;BNM
194658;2012;BNM
194811;2012;BNM
194917;2012;BNM
195373;2012;BJGM
195622;2012;BET
195940;2012;BBIC
196225;2012;BHPE
196225;2012;FSCU
196469;2012;BNM
196469;2012;FSCU
197048;2012;BEA
197049;2012;BNM
197156;2012;BNM
197178;2012;FSCU
197178;2012;BHPE
197429;2012;FSCU
197429;2012;BHPE
197520;2012;BBIC
197538;2012;BJGM
197811;2012;BNM
198026;2012;BNM
198072;2012;BBIC
198441;2012;BNM
198648;2012;BET
199325;2012;BJGM
199741;2012;BNM
199920;2012;BBIC
200037;2012;BNM
200053;2012;BBIC
200295;2012;BET
200636;2012;FSCU
200763;2012;BBIC
200945;2012;BNM
201162;2012;BNM
201739;2012;BNM
201832;2012;FSCU
202475;2012;BEA
202548;2012;BNM
203637;2012;BNM
203673;2012;FSCU
203674;2012;FSCU
203849;2012;FSCU
204267;2012;FSCU
204959;2012;BNM
205047;2012;BEA
205692;2012;BBIC
205746;2012;BBIC
205822;2012;FSCU
205909;2012;BNM
205973;2012;BNM
206256;2012;BJGM
206398;2012;BNM
206434;2012;BNM
206435;2012;FSCU
206910;2012;BNM
207241;2012;BBIC
207293;2012;BBIC
207320;2012;BNM
207893;2012;BJGM
207985;2012;BNM
208176;2012;BEA
208176;2012;FSCU
208408;2012;BET
208489;2012;BNM
208969;2012;FSCU
209352;2012;BET
209698;2012;BNM
209775;2012;FSCU
209981;2012;BBIC
210164;2012;BNM
210351;2012;FSCU
210476;2012;BNM
211072;2012;BNM
211688;2012;BEA
211778;2012;BJGM
211982;2012;BBIC
212138;2012;BNM
212483;2012;FSCU
213622;2012;FSCU
213622;2012;BEA
213768;2012;BEA
213785;2012;BJGM
214021;2012;BBIC
214558;2012;BNM
214623;2012;BBIC
214719;2012;BBIC
214904;2012;BJGM
215834;2012;BJGM
216159;2012;BNM
216194;2012;FSCU
216194;2012;BEA
216208;2012;BNM
216503;2012;BNM
216518;2012;BBIC
216565;2012;BJGM
217114;2012;BBIC
217179;2012;FSCU
217179;2012;BHPE
217187;2012;BNM
217855;2012;BBIC
218167;2012;BBIC
218168;2012;BJGM
218346;2012;BET
218461;2012;BNM
218560;2012;BNM
218561;2012;BET
219017;2012;BBIC
219089;2012;FSCU
219534;2012;BNM
219666;2012;BNM
220361;2012;BBIC
220447;2012;BBIC
220463;2012;BNM
220470;2012;BBIC
220471;2012;FSCU
220471;2012;BEA
220755;2012;BNM
220794;2012;FSCU
221050;2012;BNM
221671;2012;BNM
222097;2012;BBIC
222494;2012;BNM
222600;2012;BNM
222784;2012;BJGM
223185;2012;FSCU
223254;2012;BJGM
223293;2012;BEA
223320;2012;BNM
223753;2012;FSCU
223753;2012;BHPE
223754;2012;BBIC
223872;2012;FSCU
224113;2012;BNM
224346;2012;BNM
224542;2012;BBIC
224824;2012;BJGM
224825;2012;FSCU
224903;2012;FSCU
224937;2012;BNM
225107;2012;BNM
225150;2012;BEA
225267;2012;BNM
225837;2012;FSCU
225901;2012;BNM
225901;2012;BHPE
225973;2012;BBIC
226238;2012;BNM
226437;2012;BBIC
226473;2012;BEA
226710;2012;FSCU
226710;2012;BHPE
227108;2012;BNM
227122;2012;BNM
227560;2012;BJGM
228366;2012;BNM
228654;2012;BJGM
228972;2012;FSCU
228972;2012;BHPE
229419;2012;FSCU
229533;2012;BEA
230091;2012;BEA
230749;2012;BNM
230901;2012;BEA
231632;2012;BNM
232021;2012;FSCU
232066;2012;BBIC
232239;2012;BBIC
232478;2012;BNM
232541;2012;BNM
232820;2012;BNM
232914;2012;BNM
233057;2012;BNM
233355;2012;BBIC
233568;2012;BJGM
233596;2012;BNM
234457;2012;FSCU
234457;2012;BHPE
234501;2012;FSCU
234534;2012;BNM
234665;2012;BEA
234919;2012;BNM
235121;2012;BEA
235205;2012;FSCU
235205;2012;BEA
235808;2012;BNM
235809;2012;BNM
235900;2012;FSCU
236132;2012;BBIC
236808;2012;BBIC
237520;2012;BET
238026;2012;BNM
238911;2012;BJGM
238911;2012;BHPE
238912;2012;FSCU
238981;2012;BNM
239687;2012;BNM
239782;2012;FSCU
240384;2012;BBIC
240435;2012;BBIC
240643;2012;BNM
240863;2012;BNM
241025;2012;BNM
241133;2012;BNM
241176;2012;FSCU
241379;2012;BBIC
241474;2012;BET
241544;2012;BBIC
241774;2012;BNM
241786;2012;BBIC
242345;2012;BBIC
242351;2012;BBIC
242506;2012;FSCU
243053;2012;BNM
243196;2012;BNM
243253;2012;BNM
243290;2012;FSCU
243392;2012;BNM
243804;2012;BNM
243870;2012;BNM
243902;2012;BNM
244148;2012;FSCU
244217;2012;BBIC
244450;2012;BNM
244577;2012;BNM
244630;2012;BNM
244833;2012;BBIC
245076;2012;BNM
245449;2012;BEA
245449;2012;BHPE
245449;2012;FSCU
245557;2012;BNM
246081;2012;BBIC
246500;2012;BBIC
246663;2012;BBIC
247254;2012;BNM
247548;2012;BNM
247689;2012;BNM
247864;2012;BNM
247906;2012;BBIC
248172;2012;BNM
248260;2012;BNM
248306;2012;BNM
248784;2012;BNM
249684;2012;BNM
249713;2012;BNM
250324;2012;BHPE
250479;2012;BBIC
250518;2012;FSCU
250519;2012;BJGM
250747;2012;BNM
250882;2012;FSCU
251090;2012;BNM
251183;2012;BET
251572;2012;BNM
251689;2012;FSCU
251689;2012;BEA
251835;2012;FSCU
252135;2012;BEA
253384;2012;BNM
254216;2012;BNM
254610;2012;FSCU
254610;2012;BEA
255001;2012;BNM
255150;2012;FSCU
255444;2012;BET
255974;2012;BBIC
255990;2012;FSCU
256866;2012;BNM
257015;2012;BBIC
257396;2012;BNM
257436;2012;BNM
257568;2012;BBIC
257833;2012;BEA
257852;2012;BBIC
257981;2012;BNM
258268;2012;BNM
258335;2012;BNM
258477;2012;BBIC
258591;2012;BNM
258899;2012;BBIC
258941;2012;FSCU
259146;2012;BJGM
259250;2012;BBIC
259478;2012;BBIC
259816;2012;BNM
260380;2012;BBIC
260951;2012;BBIC
261414;2012;BBIC
262052;2012;BBIC
262160;2012;BJGM
262268;2012;FSCU
262768;2012;BNM
263133;2012;BNM
263557;2012;BNM
263671;2012;BNM
263845;2012;BNM
263886;2012;BBIC
264219;2012;BNM
264241;2012;BNM
264242;2012;BNM
264509;2012;FSCU
264793;2012;BNM
264904;2012;BNM
265097;2012;BBIC
265258;2012;BNM
265343;2012;BJGM
265353;2012;BNM
265663;2012;BNM
265772;2012;BNM
265773;2012;BBIC
265839;2012;BNM
265852;2012;BNM
265864;2012;BNM
266113;2012;BNM
266297;2012;BNM
266410;2012;BBIC
266435;2012;BET
266590;2012;BBIC
266712;2012;BEA
266734;2012;BBIC
267602;2012;BNM
267964;2012;BNM
268064;2012;BNM
268576;2012;BJGM
268766;2012;BNM
268994;2012;BJGM
270241;2012;BNM
270242;2012;BNM
270387;2012;BJGM
271348;2012;BNM
271473;2012;BBIC
271620;2012;BNM
271630;2012;BNM
271946;2012;BNM
272004;2012;BNM
272080;2012;BBIC
272180;2012;BJGM
272379;2012;BNM
272399;2012;BBIC
272690;2012;BEA
272706;2012;BBIC
273244;2012;BNM
273493;2012;FSCU
273598;2012;BJGM
273649;2012;BNM
273783;2012;BBIC
273860;2012;BBIC
274015;2012;BNM
274098;2012;BBIC
274295;2012;BNM
274438;2012;BBIC
274507;2012;FSCU
274507;2012;BEA
274774;2012;BJGM
275044;2012;BNM
275060;2012;BNM
275294;2012;BBIC
275763;2012;FSCU
275924;2012;BJGM
275974;2012;FSCU
276274;2012;BBIC
276307;2012;FSCU
276565;2012;BEA
276643;2012;FSCU
276775;2012;BNM
277346;2012;BNM
277392;2012;BNM
277593;2012;FSCU
277905;2012;BEA
277928;2012;FSCU
277938;2012;BBIC
278367;2012;BNM
279032;2012;BNM
279328;2012;BNM
279503;2012;BJGM
280046;2012;FSCU
280046;2012;BEA
280088;2012;BJGM
280162;2012;FSCU
280196;2012;BNM
280332;2012;FSCU
280622;2012;BNM
280825;2012;BBIC
280926;2012;BNM
281077;2012;BBIC
281233;2012;BJGM
281365;2012;FSCU
281728;2012;BNM
281853;2012;BJGM
282734;2012;FSCU
282815;2012;BNM
282998;2012;BBIC
283517;2012;BNM
283723;2012;BNM
284265;2012;BBIC
285000;2012;BNM
285081;2012;BNM
285273;2012;BEA
285274;2012;FSCU
285448;2012;BNM
285484;2012;BBIC
285771;2012;BNM
285880;2012;BNM
286006;2012;BNM
286196;2012;BJGM
286296;2012;BHPE
286296;2012;FSCU
286348;2012;BBIC
286638;2012;BNM
286691;2012;FSCU
286972;2012;BNM
287385;2012;BET
287402;2012;FSCU
287477;2012;BJGM
287605;2012;BBIC
287850;2012;BNM
288437;2012;BBIC
288486;2012;FSCU
288623;2012;FSCU
288713;2012;BNM
288812;2012;BNM
289231;2012;FSCU
289636;2012;BNM
289768;2012;BBIC
290122;2012;BNM
290566;2012;BNM
291007;2012;FSCU
291008;2012;BNM
291441;2012;BNM
291536;2012;BET
292251;2012;BBIC
292351;2012;BNM
292659;2012;BJGM
292962;2012;BNM
293205;2012;BBIC
293264;2012;BNM
293700;2012;BBIC
293701;2012;FSCU
293701;2012;BEA
293722;2012;BNM
293938;2012;FSCU
294882;2012;BBIC
295055;2012;BJGM
295118;2012;BBIC
295188;2012;BNM
295343;2012;BHPE
295576;2012;BNM
296125;2012;BNM
296419;2012;BBIC
296420;2012;FSCU
296522;2012;BNM
296640;2012;BNM
296871;2012;BNM
297082;2012;BJGM
297770;2012;BNM
297836;2012;BNM
298510;2012;BNM
298735;2012;BHPE
298979;2012;FSCU
299569;2012;BNM
299839;2012;BNM
300135;2012;BNM
300279;2012;BNM
300455;2012;FSCU
300701;2012;BBIC
300831;2012;BJGM
300884;2012;BET
300960;2012;BBIC
301603;2012;BBIC
301836;2012;BBIC
302121;2012;BNM
302392;2012;FSCU
302392;2012;BEA
302525;2012;BBIC
302824;2012;BBIC
302976;2012;BJGM
303628;2012;BET
303696;2012;BNM
304051;2012;BNM
304131;2012;BNM
304511;2012;BNM
304581;2012;BNM
305071;2012;BNM
305343;2012;BNM
305374;2012;BJGM
305375;2012;BBIC
