mrun;anio_beneficio;beneficio_becaofscu
180604;2013;BBIC
181112;2013;BNM
181431;2013;BNM
181969;2013;BNM
182407;2013;BNM
182731;2013;BET
182937;2013;FSCU
183166;2013;BBIC
183528;2013;BJGM
183562;2013;BJGM
183674;2013;BBIC
183843;2013;BNM
183927;2013;BBIC
183973;2013;BJGM
183995;2013;BNM
184150;2013;BBIC
184186;2013;BBIC
184472;2013;BEA
184472;2013;FSCU
184583;2013;BBIC
184767;2013;BJGM
184818;2013;BNM
184832;2013;BBIC
185321;2013;BNM
185337;2013;BET
185456;2013;BBIC
185662;2013;BNM
185672;2013;BBIC
186150;2013;BBIC
186689;2013;BNM
186928;2013;BNM
186967;2013;BNM
187003;2013;BNM
187130;2013;BNM
187757;2013;BJGM
187809;2013;BBIC
188257;2013;BBIC
188437;2013;BET
188617;2013;BBIC
188684;2013;BNM
188760;2013;BBIC
188830;2013;BHPE
188830;2013;BNM
188999;2013;BJGM
189864;2013;BNM
189951;2013;BNM
190384;2013;BJGM
190820;2013;BNM
190934;2013;BJGM
191300;2013;BNM
191653;2013;FSCU
192189;2013;BBIC
192419;2013;BNM
192579;2013;BNM
193141;2013;BHPE
193141;2013;FSCU
193160;2013;BNM
193463;2013;FSCU
193825;2013;BNM
193985;2013;BNM
194251;2013;BBIC
194606;2013;FSCU
194701;2013;BNM
195390;2013;BNM
195425;2013;BNM
196181;2013;BBIC
196470;2013;BNM
196703;2013;BNM
196964;2013;BNM
196986;2013;BNM
197039;2013;BBIC
197040;2013;BBIC
197509;2013;BNM
197697;2013;FSCU
198842;2013;BET
199561;2013;BNM
199643;2013;BNM
199874;2013;BNM
200183;2013;BJGM
200372;2013;BJGM
200424;2013;BNM
200640;2013;BNM
200686;2013;BNM
200763;2013;BBIC
200978;2013;BNM
201123;2013;BNM
201261;2013;BNM
201262;2013;BNM
201579;2013;BNM
201817;2013;BNM
201826;2013;BNM
202051;2013;BBIC
202152;2013;BNM
202354;2013;BEA
202362;2013;BBIC
202599;2013;BNM
203097;2013;BEA
203389;2013;BHPE
203389;2013;FSCU
203423;2013;BEA
203563;2013;BJGM
203584;2013;BNM
203673;2013;BBIC
203763;2013;BNM
203826;2013;BET
203868;2013;BET
204194;2013;BBIC
204249;2013;BNM
204833;2013;BBIC
204905;2013;FSCU
205142;2013;BNM
205199;2013;BNM
205289;2013;BJGM
205367;2013;BNM
206081;2013;BJGM
206417;2013;BBIC
207031;2013;BEA
207154;2013;BNM
207208;2013;BBIC
207209;2013;BBIC
207602;2013;BBIC
207639;2013;BBIC
207874;2013;BBIC
208391;2013;BNM
208891;2013;FSCU
210239;2013;BNM
210350;2013;BJGM
210553;2013;BBIC
211480;2013;BEA
211566;2013;BBIC
211811;2013;BNM
211812;2013;BBIC
212064;2013;BJGM
212116;2013;BNM
212277;2013;BJGM
212672;2013;BNM
212798;2013;BBIC
212949;2013;BBIC
213134;2013;BEA
214040;2013;BJGM
214152;2013;BBIC
214158;2013;BNM
214606;2013;BEA
214606;2013;FSCU
214745;2013;FSCU
214903;2013;BJGM
215116;2013;BNM
215209;2013;BET
215919;2013;BNM
216193;2013;BJGM
216236;2013;BHPE
216451;2013;BNM
216518;2013;FSCU
216726;2013;BNM
217411;2013;BBIC
217433;2013;BNM
217578;2013;BBIC
217765;2013;BNM
217884;2013;BNM
218633;2013;BNM
218634;2013;BNM
218788;2013;FSCU
218896;2013;BJGM
219061;2013;BBIC
219101;2013;BNM
219166;2013;BEA
219167;2013;BEA
219167;2013;FSCU
219192;2013;BJGM
219771;2013;BJGM
219905;2013;BBIC
219955;2013;BNM
220027;2013;BNM
220348;2013;BBIC
220471;2013;BBIC
220615;2013;BNM
220781;2013;BBIC
220854;2013;BEA
220995;2013;BEA
220995;2013;BHPE
220995;2013;FSCU
221016;2013;FSCU
221158;2013;BNM
221557;2013;BBIC
221914;2013;BEA
222122;2013;BBIC
222212;2013;BNM
222213;2013;BNM
222355;2013;BNM
222667;2013;BBIC
222668;2013;BHPE
222668;2013;FSCU
222882;2013;BNM
223294;2013;BNM
223342;2013;BNM
223404;2013;BNM
223452;2013;BNM
223981;2013;BNM
224408;2013;BNM
224409;2013;FSCU
224999;2013;BBIC
225333;2013;BBIC
225344;2013;BHPE
225344;2013;BNM
225420;2013;BNM
225714;2013;BEA
225733;2013;BNM
226336;2013;BBIC
226383;2013;FSCU
226473;2013;BNM
226739;2013;BNM
226912;2013;BJGM
227079;2013;BEA
227199;2013;BNM
227326;2013;BNM
227709;2013;BNM
227854;2013;BEA
227878;2013;BNM
227963;2013;BEA
228263;2013;BBIC
228467;2013;BNM
228558;2013;BEA
229088;2013;BNM
229255;2013;BNM
229529;2013;BNM
230298;2013;BEA
230298;2013;BHPE
230298;2013;FSCU
231046;2013;BNM
231133;2013;BJGM
231420;2013;BBIC
231676;2013;BNM
232021;2013;BJGM
232563;2013;BHPE
233263;2013;FSCU
233567;2013;BNM
234019;2013;BNM
235089;2013;BNM
235396;2013;BNM
235402;2013;BJGM
235449;2013;BJGM
235550;2013;BBIC
235579;2013;BNM
235715;2013;FSCU
235862;2013;BNM
236945;2013;BBIC
237025;2013;FSCU
237069;2013;BJGM
237114;2013;BBIC
237185;2013;BNM
237251;2013;FSCU
237252;2013;BBIC
237350;2013;BBIC
237541;2013;BJGM
238138;2013;BEA
238138;2013;FSCU
238139;2013;BEA
238173;2013;BBIC
238430;2013;BNM
238479;2013;BNM
239052;2013;BEA
239052;2013;BHPE
239052;2013;FSCU
239784;2013;FSCU
240350;2013;BNM
240400;2013;BEA
240400;2013;FSCU
240763;2013;BNM
241167;2013;BNM
241232;2013;BNM
241424;2013;BBIC
241501;2013;BNM
241544;2013;BJGM
241638;2013;BJGM
241651;2013;BNM
241696;2013;BNM
241753;2013;BNM
242204;2013;BJGM
242238;2013;BNM
242246;2013;FSCU
242505;2013;BJGM
242511;2013;BET
242512;2013;BBIC
242659;2013;BNM
242808;2013;FSCU
242833;2013;BNM
243235;2013;FSCU
243287;2013;BNM
243614;2013;BBIC
243734;2013;BNM
243863;2013;BBIC
244022;2013;BBIC
244023;2013;BNM
244103;2013;BNM
244701;2013;BNM
245026;2013;BNM
245449;2013;BHPE
245449;2013;BET
245640;2013;BHPE
245640;2013;BET
245825;2013;BBIC
246108;2013;BNM
246109;2013;FSCU
246216;2013;FSCU
246501;2013;BNM
246667;2013;FSCU
247172;2013;BNM
247296;2013;FSCU
247352;2013;BNM
247415;2013;BNM
247416;2013;BBIC
247578;2013;BNM
247659;2013;BJGM
247870;2013;BNM
247906;2013;FSCU
248136;2013;BNM
248216;2013;BBIC
248227;2013;BNM
248264;2013;BHPE
248465;2013;BBIC
248487;2013;BNM
248953;2013;BJGM
248960;2013;BNM
248974;2013;BBIC
249026;2013;BBIC
249319;2013;BEA
249364;2013;BBIC
249901;2013;BNM
249928;2013;BNM
250168;2013;BBIC
250513;2013;BNM
250518;2013;FSCU
250835;2013;BBIC
250928;2013;BNM
251183;2013;BNM
251246;2013;BEA
251340;2013;BJGM
251688;2013;BNM
251817;2013;BBIC
251909;2013;FSCU
251910;2013;BJGM
251955;2013;BNM
252741;2013;BJGM
252900;2013;BNM
252903;2013;BBIC
252904;2013;FSCU
253363;2013;BNM
253461;2013;BNM
253988;2013;FSCU
254610;2013;BJGM
254722;2013;BNM
254726;2013;BJGM
254874;2013;BNM
254936;2013;BNM
255306;2013;BNM
255722;2013;BNM
256081;2013;BNM
256283;2013;BJGM
256639;2013;BEA
257523;2013;BNM
257546;2013;BJGM
257952;2013;FSCU
258225;2013;BNM
258443;2013;BNM
258541;2013;BHPE
258541;2013;FSCU
258542;2013;BBIC
258559;2013;BNM
258565;2013;BNM
258759;2013;BEA
258823;2013;BNM
259057;2013;BNM
259356;2013;BJGM
259474;2013;BNM
259490;2013;BNM
259570;2013;BBIC
259642;2013;BNM
259963;2013;BNM
260001;2013;BNM
260018;2013;BNM
260535;2013;BEA
260814;2013;BJGM
260867;2013;BJGM
261308;2013;BNM
261318;2013;BNM
261489;2013;BBIC
261653;2013;BBIC
262052;2013;BBIC
262841;2013;BEA
262849;2013;BBIC
263035;2013;BJGM
263121;2013;BBIC
263133;2013;BNM
263156;2013;BNM
263210;2013;FSCU
263251;2013;BET
263410;2013;BNM
263762;2013;BNM
263886;2013;BBIC
263901;2013;BEA
263901;2013;FSCU
264069;2013;BNM
264199;2013;FSCU
264331;2013;BNM
264680;2013;BNM
265377;2013;BNM
265562;2013;BBIC
265653;2013;BJGM
265740;2013;BNM
265820;2013;BBIC
266484;2013;BBIC
266590;2013;BBIC
266733;2013;BNM
266918;2013;BNM
266961;2013;BNM
267561;2013;BBIC
267673;2013;FSCU
267682;2013;BNM
267867;2013;BNM
268561;2013;BBIC
268594;2013;BNM
269304;2013;BNM
270089;2013;BBIC
270090;2013;BNM
270372;2013;BNM
270596;2013;BNM
